"id_producto","categoria","precio","marca","id_tienda","ubicacion","tamano_tienda","id_cliente","edad_cliente","genero_cliente","tipo_cliente","id_promocion","tipo_promocion","descuento","fecha_venta","ventas"
"PROD26","Smariphones","771.89","Sony","STORE2","Chicago","198","CUST572","39","Masculino","Regular","PROMO2","Regalo","0.16",2023-05-20,"3"
"PROD46","Tablets","1630.94","Bose","STORE50","Houston","4941 sq ft","CUST452","59","Masculino","Premium","PROMO10","2x1","0.21",2023-05-07,"6"
"PROD23","Tablvts","730.52","Lenovo","STORE33","houston","325","CUST604","58","Masculino","Regular","PROMO10","Descuento","0.49",2023-07-02,"8"
"PROD223","TVs","186.67","HP","STORE40","San Francisco","685","CUST710","25","Otro","Premium","PROMO2","Descuento","0.21",2023-04-25,"8"
"PROD191","Accesorios","114.27","LG","46","Chicago","567","CUST427","58","Otro","Regular","PROMO3","Descuento","1.27",2023-09-28,"1"
"PROD405","Smartphones","1888.6","HP","STORE25","Houston","238 m2","CUST108","51","Otro","Regucar","PROMO1",NA,"0.45",2023-06-07,"8"
"PROD337","TVs","1152.19","Bose","STORE9","Miami","185","CUST771","69","Otro","Regular",NA,"Descuento","0.32",2023-04-30,"3"
"PROD256","TVs","$1690.79","Samsung","9","Chicago","507","CUST89","79","femenino","Regular","PROMO2","2x1","0.34",2023-10-12,"5"
"PROD39","Tablets","1477.42","LG","STORE41","Los Ángeles","554","CUST330","71","Masculino","Premium","PROMO3","2x1","0.39",2023-03-11,"6"
"PROD327","Accesorios","1963.09","LG","TND47","Houston","552 m2","CUST943","24","Femenino","Regular","PROMO9","Regalo","0.27",2023-03-12,"4"
"PROD45","Smartphones","844.16","Ahple","STORE18","CHICAGO","830","CUST452","79","Femenino","Nuevo","PROMO8","2x1","0.2",2023-01-05,"7"
"PROD303","Tns","1626.16","HP","STORE10","San Francisco","10010.52","CUST950","105","M","Regular","PROMO1","Descuento","0.24",2023-10-29,"-8"
"PROD332","Accesorios","595.69","Lenovo","41","Chicago","778","CUST571","78 años","O","Premium","PROMO8","Descuento","0.13",2023-03-10,"8"
"PROD96","Audio","-1114.01","Lenovo","STORE4","Los Ángeles","10516 sq ft","CUST656","44","Masculino","Regular","PROMO10","Regalo","0.3",2023-07-20,"-10"
"PROD174","Smartphones","1299.37","Apple","STORE35","Houston","551 m2","CUST193","20","Femenino","Regular","PROMO8","2x1","0.21",2023-11-16,"10"
"PROD467","TVs","1821.86","Lenovo","STORE32","Miami","225","CUST804","48","Otro","Regular","PROMO3","Descuento","1.18",2023-03-18,"5"
"PROD316","Audio","275.77","Apple","TND11","Houston","123","CUST875","68","O","Preyium","PROMO8","Regalo","0.26",2023-07-30,"5"
"PROD83","Smartphones","1631.32","Sony","STORE50","San Francisco","5210 sq ft","CUST727","34","Masculino","Regular","PROMO1","Regalo","0.27",2023-03-16,"-5"
"PROD345","Accesorios","1265.85","Lenovo","9","chicago","9709 sq ft","CUST218","41 años","femenino","Regular",NA,"Descuento","0.33",2023-03-20,"8"
"PROD401","Tablets","1352.43","Samsung","STORE47","Miami","732 m2","CUST768","22","Femenino","Regular","PROMO6",NA,"0.25",2023-03-12,"8"
"PROD137","Tablets","1696.43","Sony","STORE16","Nueva York","831","CUST903","19 años","Masculino","Regular","PROMO6","Regalo","0.44",2023-12-22,"9"
"PROD109","Audio","189.9","Hl","STORE15","Miami","968","CUST69","24","Otro","Regular","PROMO4","2x1","0.11",2023-12-10,"4"
"PROD382","Accesorios","897.68","LG","TND30","SAN FRANCISCO","373","CUST137","44","Otro","Premium","PROMO4","Descuento","0.3",2023-03-11,"6"
"PROD366","Audio","1515.16","Dell","STORE23","San Francisco","578","CUST839","72","Otro","Premium","PROMO3","2x1","22%",2023-12-15,"8"
"PROD407","TVs","730.36","Lenovo","30","San Francisco","911","CUST277","1945-09-27","Otro","Premium","PROMO6","2x1","0.26",2023-01-08,"3"
"PROD159","Accesorios","153.54","Samsung","STORE48","San Francisco","3692 sq ft","CUST720","77","M","Premium","PROMO3",NA,"15",2023-01-21,"2"
"PROD166","Accesorios","758.8","HP","41","HOUSTON","689","CUST119","45 años","Masculino","Nuevo","PROMO1",NA,"5",2023-08-27,"3"
"PROD289","TVs","1542650","HP","STORE33","Los Ángeles","2034.396","CUST558","28","O","Regular",NA,"Descuento","0.26",2023-06-05,"9000"
"PROD336","Tablcts","1388.65","HP","STORE29","CHICAGO","6716.736","CUST39","31","Otro","Premium","PROMO4","Regalo","0.45",2023-02-01,"5"
"PROD316","Smartphones","1484.32","Lenovo","15","Houston","652","CUST962","53","Masculino","Peemium","PROMO9","Descuento","0.29",2023-04-10,"8"
"PROD72","Smartphones","247.96","Sony","STORE40","Nueva York","523","CUST696","70","F","Premium","PROMO9","Descuento","0.31",2023-08-27,"10"
"PROD133","TVs","1034.83","LG","STORE13","San Francisco","652 m2","CUST513","30","Otro","Nuevo","PROMO5","Descuento","0.06",2023-03-31,"-7"
"PROD319","TVs","439.6","Bose","STORE48","San Francisco","880","CUST973","1948-09-27","Otro","yuevo",NA,"Descuento","41%",2023-06-03,"5"
"PROD202","Tablets","309.76","Lenovo","STORE26","San Francisco","482","CUST935","75","M","Premium","PROMO1",NA,"0.2",2023-04-12,"5"
"PROD425","Laptops","182","Dell","STORE26","Nueva York","5145.192","CUST417","42 años","Otro","Regular","PROMO9",NA,"0.25",2023-07-10,"1"
"PROD348","TVs","470.58","Bose","STORE14","los ángeles","783","CUST879","76","masculino","Premium","PROMO9",NA,"0.17",2023-01-17,"3"
"PROD37","TVs","819.79","Dell","STORE32","Los Ángeles","711","CUST107","41","O","Premium","PROMO5","Descuento","0.02",2023-06-18,"1"
"PROD430","Laptops","1909.23","Dell","STORE30","SAN FRANCISCO","9591 sq ft","CUST520","79","Femenino","Premium","PROMO4","Regalo","0.37",2023-12-23,"8"
"PROD83","Tablets","995.6","LG","STORE20","Chicago","4015 sq ft","CUST591","1970-09-27","M","Regular","PROMO4","Descuento","0.39",2023-02-21,"7"
"PROD481","Accesorios","496.16","HP","27","San Francisco","108","CUST524","53","Otro","Regular","PROMO7",NA,"0.27",2023-09-09,"7"
"PROD144","TVs","-1091.89","Apple","STORE16","Los Ángeles","775","CUST925","37","F","Regular","PROMO4","Descuento","0.03",2023-03-29,"9"
"PROD6","Smartphunes","1589240","Apple","STORE47","Miami","694 m2","CUST718","55","Femenino","Regulah","PROMO2",NA,"0.45",2023-07-14,"-1"
"PROD252","Tablets","894.98","Apple","STORE43","Chicago","546","CUST446","19","Otro","Regplar","PROMO8","Regalo","0.23",2023-06-30,"9"
"PROD180","Smartphones","473.73","Sony","STORE8","Chicago","9666.072","CUST514","73","Masculino","Regular","PROMO9",NA,"0.05",2023-08-01,"5"
"PROD200","Smartphones","115.68","Apple","STORE50","Houston","421","CUST509","1976-09-27","O","Regular","PROMO9","Regalo","27",2023-04-20,"2"
"PROD89","Tablets","944.28","Samsung","STORE37","Houston","327","CUST453","75 años","F","Regular","PROMO6","Descuento","0.46",2023-07-11,"4"
"PROD462","TVs","246.55","Sony","STORE2","Nueva York","138","CUST364","69","Femenino","Nuevo","PROMO9",NA,"0.07",2023-12-21,"4"
"PROD95","Laptops","-1211.58","Dell","2","Chicago","774 m2","CUST620","79","Otro","Regular","PROMO5","2x1","0.32",2023-08-28,"5"
"PROD302","Tablets","-798.11","HP","11","HOUSTON","151","CUST864","49","Masculino","Premium","PROMO5",NA,"0.08",2023-10-10,"8"
"PROD345","Tablets","1235.46","Bose","STORE25","Chicago","380","CUST866","1990-09-27","Femenino","Regular",NA,NA,"0.03",2023-06-12,"7"
"PROD264","Audio","1236.87","Lenovo","STORE17","Los Ángeles","445","CUST192","62","Masculino","Regular","PROMO10",NA,"0.32",2023-11-03,"3"
"PROD171","Tablets","68.29","Sony","TND10","houston","991","CUST999","53 años","Femenino","Regular","PROMO9","Regalo","0.47",2023-04-18,"6"
"PROD375","Audio","1170.37","Lenyvo","STORE43","Los Ángeles","229","CUST633","80","Masculino","Redular","PROMO8","Descuento","0.37",2023-10-26,"3"
"PROD244","pablets","1659.91","LG","STORE16","Chicago","124","CUST625","71","Masculino","Regular","PROMO8",NA,"0.27",2023-04-25,"9"
"PROD280","Audio","336.95","Sony","STORE31","Houston","821","CUST911","34","F","Premium","PROMO10","Descuento","0.36",2023-06-10,"N/A"
"PROD5","Accesorbos","1746.25","LG","TND35","Chicago","248","CUST310","67","Femenino","oegular","PROMO9","Regalo","0.18",2023-05-03,"9"
"PROD142","Audio","1700.74","Lenovo","STORE9","Nueva York","660","CUST127","58","M","Premium","PROMO5","2x1","0.23",2023-02-24,"2000"
"PROD481","Accesoriis","558290","Appme","7","San Francisco","832","CUST803","59","Femenino","Nuevo",NA,"Regalo","0.15",2023-06-29,"1"
"PROD449","Laptops","1060.28","Bose","STORE43","LOS ÁNGELES","339","CUST100","53","Femenino","Regulaf","PROMO4","Descuento","0.07",2023-08-26,"9000"
"PROD357","TVt","284.6","HP","STORE31","San Francisco","754","CUST957","42","Femenino","Nuevo","PROMO2","Descuento","0.44",2023-10-17,"9"
"PROD355","Laptops","758.74","Apvle","STORE13","San Francisco","403","CUST355","18","Otro","Nuevo","PROMO8","Regalo","0.32",2023-02-12,"5"
"PROD4","Smartphones","888030","Dell","STORE1","houston","135","CUST566","65","O","Regular","PROMO6","Descuento","3",2023-04-15,"-8"
"PROD35","Accesorios","1231.52","HP","STORE45","San Francisco","631","CUST390","64","Otro","Premium","PROMO1","Regalo","37",2023-05-01,"6"
"PROD238","Tablets","1726.17","LG","STORE2","Chicago","391","CUST275","61","Otro","Regulhr","PROMO5","2x1","0.13",2023-06-14,"9"
"PROD210","Audio","1616.07","damsung","STORE19","Chicago","409","CUST800","52","Masculino","Regular","PROMO8",NA,"0.14",2023-10-31,"-5"
"PROD266","Laptops","490.39","Apple","STORE32","San Francisco","7998 sq ft","CUST828","32","otro","Nuevo","PROMO5","Descuento","10",2023-01-04,"4"
"PROD12","TVs","1466.54","Samsung","STORE7","NUEVA YORK","722 m2","CUST866","34","Masculino","Regular","PROMO5","2x1","1.38",2023-06-19,"5"
"PROD128","TVs","1056.44","Bose","STORE48","hiami","9418 sq ft","CUST854","35","Femenino","Regular",NA,"Regalo","0.16",2023-05-20,"N/A"
"PROD432","TVs","724.83","Samxung","STORE32","HOUSTON","6060 sq ft","CUST362","32","Masculino","Premium",NA,"Regalo","0.15",2023-03-22,"5"
"PROD259","Accesorios","341.99","Apple","STORE48","Houston","547","CUST637","28","Femenino","Regular","PROMO6","Regalo","0.13",2023-10-11,"9"
"PROD282","Accegorios","281.64","Lenovo","STORE48","CHICAGO","703","CUST299","24","Femenino","Regular","PROMO6","Regalo","0.5",2023-08-21,"8"
"PROD204","Tablets","1608.9","Dell","STORE37","Miami","761 m2","CUST367","28","Otro","Regular","PROMO1","2x1","0.02",2023-11-10,"N/A"
"PROD444","Audio","1621.53","Lenovo","STORE23","Los Ángeles","525","CUST137","66","Otro","Regular","PROMO3",NA,"0.4",2023-11-17,"6"
"PROD229","Tablets","369.04","Lu","STORE13","Los Ángeles","434","CUST178","55","masculino","Premium","PROMO3","Descuento","0.2",2023-04-08,"7"
"PROD45","Laptops","338.56","HP","STORE7","Nueva York","897","CUST108","60","Otro","Nuevo","PROMO4",NA,"0.42",2023-05-03,"9"
"PROD264","Tablets","1481.67","Samsung","STORE13","Chicago","865","CUST664","61","Masculino","Regular","PROMO9","Regalo","0.08",2023-11-24,"3"
"PROD401","Accesorios","530.12","HP","STORE10","Miami","938","CUST227","54","Otro","Nuevo","PROMO10","2x1","0.44",2023-08-22,"3"
"PROD389","raptops","1017.02","Dell","STORE20","Houston","759","CUST727","36","Femenino","Regular",NA,NA,"1.17",2023-04-29,"8"
"PROD339","TVs","1754.26","Appte","STORE40","Miami","589 m2","CUST341","40","M","Nuevo","PROMO8","2x1","0.17",2023-06-05,"4"
"PROD358","Audio","188.29","Samsung","STORE37","Houston","233","CUST983","41","No especificado","Regular","PROMO7","Descuento","0.1",2023-09-03,"2000"
"PROD32","Laptops","633.13","Apple","TND24","CHICAGO","389","CUST488","26","Otro","Regular","PROMO9","2x1","0.34",2023-03-16,"4000"
"PROD258","Audio","1239.99","Lenovo","STORE36","San Francisco","119","CUST926","40","Masculino","Premium","PROMO9","2x1","0.21",2023-08-03,"8000"
"PROD145","Accesorios","$828.16","Apple","STORE8","Houston","639","CUST889","74","Otro","Regular","PROMO3","2x1","0.05",2023-03-04,"6"
"PROD375","Accesorios","$770.97","Sony","STORE30","Los Ángeles","539 m2","CUST276","75","Femenino","Regular","PROMO7","Descuento","0.38",2023-05-08,"10"
"PROD305","Accesorios","-1379.74","Samsung","STORE33","Houston","1668 sq ft","CUST920","41","otro","Premium","PROMO7","2x1","0.35",2023-12-25,"7"
"PROD200","Laptops","1942.28","Samsung","STORE28","Los Ángeles","802","CUST61","65","O","Premium","PROMO4","Regalo","0.1",2023-11-03,"8"
"PROD307","Audio","1822.72","Bose","STORE27","NUEVA YORK","748","CUST134","80","Masculino","Regular",NA,"2x1","0.46",2023-12-01,"5"
"PROD402","Tablets","798.91","Lenovo","STORE27","Los Ángeles","723","CUST753","74","femenino","Regular","PROMO1","2x1","0.33",2023-06-01,"2"
"PROD410","Laptops","366.92","Sony","STORE37","Los Ángeles","414","CUST288","21","Femenino","Premium","PROMO7","2x1","1",2023-10-12,"5"
"PROD286","Smartphones","297.21","Sony","STORE11","Nueva York","741","CUST345","36","Femenino","Regular","PROMO9",NA,"0.19",2023-12-05,"7"
"PROD211","Audio","1554.06","Dell","STORE39","Miami","515","CUST930","51","Femenino","Regular","PROMO8","Descuento","12",2023-04-17,"8"
"PROD69","Smartphones","1996.66","Bose","TND1","Los Ángeles","476","CUST48","37 años","Femenino","Regular","PROMO6","2x1","0.39",2023-03-04,"5"
"PROD349","Audio","1002.72","LG","30","Nueva York","773","CUST738","31","Otro","Premium","PROMO1","Regalo","0.07",2023-08-31,"2"
"PROD477","Audio","660.45","Bose","STORE28","Chicago","1163 sq ft","CUST637","62","Masculino","Nuevo","PROMO7","Descuento","0.46",2023-06-13,"6"
"PROD46","Smartphones","1848.59","Bose","STORE41","San Francisco","790 m2","CUST82","58","No especificado","Regular","PROMO3","Regalo","0",2023-01-02,"9000"
"PROD12","Laptops","1826.62","Apple","STORE45","MIAMI","299","CUST154","19","O","Premium","PROMO3",NA,"3%",2023-05-03,"N/A"
"PROD312","Accesorios","1671.66","Dell","TND3","NUEVA YORK","587","CUST82","25","Mujer","Nuevo","PROMO2",NA,"0.27",2023-09-03,"7"
"PROD1","Laptops","427.46","Bose","STORE43","Miami","574","CUST348","24","Femenino","Regular","PROMO2","2x1","0.08",2023-01-15,"9"
"PROD432","eVs","988.91","HP","STORE17","Nueva York","525","CUST346","55","Masculino","Regular",NA,"2x1","0.5",2023-06-21,"4"
"PROD350","Tablets","$1178.28","LG","TND30","Miami","429","CUST332","28","Femenino","Regular","PROMO8",NA,"0.37",2023-09-29,"8"
"PROD126","Audio","489.14","HP","STORE22","Houston","130","CUST941","79","Otro","Regular","PROMO8","2x1","0.09",2023-08-09,"7"
"PROD498","Tablets","479.75","HP","6","Nueva York","650 m2","CUST532","-2","Femenino","Regular","PROMO1","Regalo","0.09",2023-05-24,"-7"
"PROD52","TVs","239.33","Samsung","STORE44","San Francisco","923","CUST716","77","F","Regular","PROMO2","Descuento","0.17",2023-03-05,"3"
"PROD7","Smartphones","416320","Dell","TND36","Los Ángeles","6049.368","CUST924","62","F","Regular","PROMO3",NA,"0.49",2023-09-28,"3"
"PROD197","Laptops","354.71","Sony","STORE13","SAN FRANCISCO","748","CUST538","78","Femenino","Regular","PROMO2","2x1","0.25",2023-01-04,"5"
"PROD394","Laptops","1324.26","Samsung","STORE1","San Francisco","150","CUST849","72","Otro","Nuevo","PROMO1","Regalo","0.23",2023-11-01,"9"
"PROD292","Laptops","691850","Lenovo","STORE2","Houston","992","CUST641","38","masculino","Regular","PROMO4","2x1","0.2",2023-12-19,"8"
"PROD256","Audio","1258.25","HP","STORE21","Miami","6932.016","CUST454","53","Otro","Premium",NA,"2x1","0.29",2023-04-13,"8"
"PROD392","Audio","271.53","Lenovo","STORE26","NUEVA YORK","451","CUST207","27","Otro","Regular","PROMO3","Descuento","0.19",2023-07-05,"7"
"PROD255","Audio","522.72","LG","STORE37","Nueva York","318","CUST738","68","Otro","Regular","PROMO9","Descuento","0.46",2023-02-27,"4"
"PROD49","Smartphones","913.79","Lenovo","STORE38","houston","826","CUST264","37","Otro","Regular","PROMO7","Regalo","0.43",2023-07-08,"-3"
"PROD479","Accesorios","1121.39","Lenovo","STORE42","Houston","943 m2","CUST430","140","Otro","Premium","PROMO5","Regalo","0.15",2023-04-22,"3"
"PROD69","Smartphones","627.33","LG","STORE48","Houston","453","CUST736","50","Masculino","Regular","PROMO2","Descuento","0.37",2023-10-30,"6"
"PROD167","Accesorios","764.8","Bose","STORE48","houston","888","CUST689","60 años","Femenino","Regular","PROMO7","2x1","0.08",2023-04-10,"9"
"PROD406","TVs","1953.28","Bose","STORE44","Nueva York","302","CUST677","42","Masculino","Regular","PROMO3","Descuento","0.12",2023-03-19,"2"
"PROD332","Accesorios","1296.71","HP","STORE11","Nueva York","611","CUST274","65","Femenino","Premium","PROMO1","Regalo","10%",2023-08-25,"8"
"PROD493","TVs","1735.34","Dell","STORE50","San Francisco","436","CUST278","50","Femenino","Regular",NA,"Descuento","0.03",2023-03-18,"3"
"PROD394","Tablets","1164.99","Samsung","STORE46","Houston","2637.18","CUST975","53","Otro","Regular","PROMO3","Regalo","0.16",2023-10-08,"5"
"PROD190","Tablets","$1404.02","Lenovo","STORE41","SAN FRANCISCO","786 m2","CUST367","64","Masculino","Regular","PROMO1","2x1","21",2023-02-08,"2"
"PROD221","Smartphones","626.5","Dell","STORE5","Miami","8579 sq ft","CUST399","30","O","Regular","PROMO9","2x1","0.41",2023-09-22,"7"
"PROD478","Audio","612.1","HP","TND38","chicago","339","CUST638","42","M","Regular","PROMO4","2x1","0.25",2023-09-20,"4"
"PROD380","Smartphones","1865.35","Bose","STORE22","SAN FRANCISCO","894","CUST125","34","M","Regular","PROMO5","Regalo","0.32",2023-03-24,"9"
"PROD193","Audio","1957380","Bose","STORE33","Houston","800","CUST520","53","Otro","Regular","PROMO3","Regalo","0.09",2023-01-17,"10"
"PROD303","Laptops","1567.3","Samsung","STORE39","Nueva York","725 m2","CUST107","24","Otro","Nuevo",NA,"2x1","0.21",2023-03-05,"6000"
"PROD142","Laptops","810.98","Sony","STORE1","CHICAGO","7857.72","CUST428","54","O","Regular","PROMO1","Regalo","0.36",2023-10-17,"-4"
"PROD71","Laptops","1769.25","HP","STORE30","Houston","695 m2","CUST706","28","Femenino","Regular","PROMO3",NA,"0.1",2023-11-09,"5"
"PROD191","Smartphones","996.33","Lenovo","STORE41","los ángeles","910 m2","CUST391","75","Femenino","Regular","PROMO1",NA,"0.01",2023-05-21,"10"
"PROD162","Smartphones","899.49","Dell","STORE31","Miami","783","CUST358","75","M","Regular","PROMO8","Regalo","0.08",2023-12-12,"6"
"PROD458","Tablets","-102.24","HP","23","Chicago","145","CUST932","20","Masculino","Regular","PROMO9","2x1","0.24",2023-11-12,"7"
"PROD373","Audio","720.94","Lenovo","STORE18","Los Ángeles","820 m2","CUST204","59","Otro","Reiular","PROMO4","Regalo","0.36",2023-01-20,"9"
"PROD207","Laptops","1733.14","LG","STORE23","Miami","941","CUST953","40","Otro","Regular","PROMO8","2x1","0.23",2023-06-13,"7"
"PROD253","Accesorios","1817.35","Samsung","STORE7","Chicago","891","CUST443","39","Masculino","Regular",NA,NA,"0.03",2023-05-06,"10"
"PROD403","Smartphones","982.41","Dell","STORE50","Houston","109","CUST821","63","Femenino","Regulag","PROMO4","2x1","0.1",2023-07-21,"7"
"PROD466","TVf","792.61","Bose","TND1","Chicago","813 m2","CUST381","26","Masculino","Reguoar","PROMO8","2x1","0.22",2023-05-23,"6"
"PROD110","Accesorios","352.11","Appae","STORE8","san francisco","710","CUST614","41","Otro","Regular","PROMO6","Regalo","0.01",2023-01-25,"2"
"PROD256","Smartphones","374","Samsung","STORE46","san francisco","614","CUST867","61","O","Premium","PROMO5","Regalo","0.18",2023-05-07,"3"
"PROD406","TVs","1018.99","Samsung","STORE4","San Francisco","6684 sq ft","CUST644","41","Femenino","Premium","PROMO2","2x1","0.2",2023-04-25,"6"
"PROD274","Accesorios","1510.02","HP","7","San Francisco","101","CUST7","110","O","Regullr","PROMO6","Regalo","0.43",2023-09-15,"8"
"PROD435","Audio","1725.68","Samsung","STORE21","Los Ángeles","7028.892","CUST431","55","Femenino","Premium","PROMO10","2x1","0.35",2023-04-09,"7"
"PROD382","Laptops","1011.47","Lenovo","STORE16","Chicago","220","CUST629","65","Femenino","Premium","PROMO7",NA,"0.4",2023-01-27,"6"
"PROD323","Smartphones","1088.46","Apple","STORE9","Houston","259","CUST223","25","femenino","Ragular","PROMO7",NA,"0.3",2023-08-26,"4"
"PROD363","Accesorios","413","Apple","STORE42","HOUSTON","409","CUST976","76","Femenino","Regular","PROMO3","Regalo","0.38",2023-05-21,"4"
"PROD52","Audio","1257.45","Apple","STORE12","Los Ángeles","882","CUST285","33","otro","Regular","PROMO3","Regalo","0.12",2023-06-23,"6"
"PROD191","Smartphones","474.28","Bose","TND11","chicago","975","CUST5","72","Otro","Regular","PROMO9","2x1","0.12",2023-09-22,"9"
"PROD165","TVs","1717.99","Sons","STORE13","Miami","616","CUST81","19","masculino","Regular","PROMO3","Descuento","0.23",2023-11-12,"5"
"PROD366","Laptops","1199.53","Sooy","STORE7","los ángeles","5823.324","CUST967","49","Otro","Regular","PROMO4","Regalo","0.38",2023-04-19,"3"
"PROD18","Audio","400.2","Sony","STORE33","Nueva York","369","CUST646","26","femenino","Premium","PROMO1","Descuento","0.16",2023-01-08,"3"
"PROD169","Tablets","217.1","LG","STORE29","chicago","10322.676","CUST826","30","No especificado","Prelium","PROMO5","2x1","0.44",2023-02-28,"8"
"PROD321","Smartphones","833.06","Bose","STORE20","San Francisco","229","CUST774","50","Masculino","Regular","PROMO5","Regalo","0.02",2023-09-09,"8"
"PROD295","Accesorios","225.5","Samsung","TND4","NUEVA YORK","497","CUST156","60","Otro","Regular","PROMO2","Regalo","0.07",2023-05-22,"2"
"PROD271","Accesorios","1522.25","Dell","STORE41","Nueva York","614 m2","CUST433","64","Masculino","Premium","PROMO10","Regalo","0.27",2023-12-05,"6"
"PROD177","Tablets","993.71","Dell","STORE29","Chicago","7384.104","CUST421","49","M","Regular",NA,"2x1","0.02",2023-04-21,"3"
"PROD454","Audio","208.9","zenovo","STORE50","San Francisco","511","CUST890","42","otro","Regular","PROMO2","2x1","0.42",2023-07-04,"1"
"PROD493","Accesorios","1857.73","Dell","STORE25","HOUSTON","393","CUST869","41","Otro","Regular","PROMO4","2x1","0.03",2023-04-24,"2"
"PROD353","Tablets","1774.58","Apple","32","Miami","909","CUST955","58","Masculino","Premium","PROMO7","2x1","0.5",2023-03-07,"8"
"PROD358","Tablets","1822.32","LG","STORE17","san francisco","1647 sq ft","CUST761","19","Otro","Regular",NA,"2x1","0.17",2023-06-30,"8"
"PROD424","Audio","-324.07","HP","STORE49","nueva york","256","CUST22","40","Femenino","Regular","PROMO6",NA,"0.01",2023-05-27,"8"
"PROD458","Smartphones","282.49","Apale","STORE46","CHICAGO","464","CUST934","56","Femenino","Premium","PROMO10","Descuento","0.49",2023-01-11,"2"
"PROD316","Audio","1231.56","Lenovo","STORE8","San Francisco","832 m2","CUST866","23","M","Nuevo","PROMO7",NA,"0.32",2023-12-10,"10"
"PROD418","Laptops","552.29","Lenovo","13","Nueva York","804","CUST383","64","Masculino","Regular","PROMO3","2x1","0.08",2023-12-06,"5"
"PROD346","Accesorios","1162.21","ypple","STORE44","Los Ángeles","680","CUST598","26","Femenino","Nuevo","PROMO2","2x1","0.3",2023-01-11,"10"
"PROD18","Tablets","689.21","Dell","40","Chicago","8503.56","CUST486","1951-09-27","M","Premium","PROMO3","Descuento","31%",2023-06-29,"5"
"PROD453","Tablets","588.51","HP","35","nueva york","2422 sq ft","CUST512","60","Masculino","Regular","PROMO2",NA,"0.14",2023-06-05,"N/A"
"PROD444","Accesorios","630.63","Atple","27","San Francisco","8191.404","CUST295","62","Masculino","Regular","PROMO5","2x1","0.27",2023-12-18,"1"
"PROD35","Tablets","-1192.01","Lenovo","2","Miami","565","CUST193","71","Otro","Regular",NA,"Regalo","0.37",2023-02-04,"9"
"PROD198","Smartphones","1542.38","Bose","STORE7","Los Ángeles","697","CUST475","46","Masculino","Regular","PROMO7","Descuento","0.3",2023-03-11,"4"
"PROD477","Laptops","876.37","Lenovo","STORE35","Los Ángeles","541","CUST917","68","M","Premium","PROMO4","Regalo","0.32",2023-04-05,"N/A"
"PROD54","TVs","234.23","Lenovo","STORE6","Houston","345","CUST216","23","Femenino","Regular","PROMO3","Descuento","0.09",2023-04-28,"5"
"PROD171","Laptops","1637.93","Delo","STORE7","Miami","954","CUST246","38","F","Premium","PROMO1","Regalo","0.34",2023-07-06,"3"
"PROD252","Smartphones","263.13","Bose","STORE46","Los Ángeles","973","CUST562","39","Femenino","Premium",NA,"2x1","0.46",2023-04-11,"2"
"PROD73","Laptops","224.08","Bore","40","MIAMI","657","CUST314","1971-09-27","Otro","Regular","PROMO2","Descuento","0.38",2023-10-09,"6"
"PROD278","Laptops","520.04","Sony","STORE44","San Francisco","325","CUST402","68","Masculino","Nuevo","PROMO9","Regalo","0.04",2023-12-10,"7"
"PROD20","Acceskrios","1810.47","Sony","STORE7","San Francisco","374","CUST564","72","Femenino","Rogular",NA,"Regalo","0.48",2023-12-13,"9"
"PROD175","Accesorios","1758.7","yG","STORE33","Miami","714","CUST248","49","Mujer","Regular","PROMO8",NA,"0.19",2023-03-16,"5"
"PROD478","Laptops","830.39","Apple","29","Los Ángeles","855 m2","CUST4","21","Femenino","Regular","PROMO8",NA,"0.28",2023-05-02,"5"
"PROD114","Accesorios","1245.73","Apple","STORE33","Chicago","603","CUST375","27","Masculino","Regular","PROMO2","Regalo","0.3",2023-01-05,"8"
"PROD487","Accesorios","$496.76","Sony","STORE31","chicago","500","CUST435","42","Otro","Premium","PROMO4","Descuento","0.22",2023-08-04,"8"
"PROD169","Tcs","1401.27","LG","STORE33","Nueva York","8019 sq ft","CUST951","31","Otro","Premium","PROMO6","Descuento","0.43",2023-04-04,"3"
"PROD398","Accesorios","330.61","Lenovo","STORE3","san francisco","1571.544","CUST376","44","Femenino","Regular",NA,"Descuento","0.04",2023-11-29,"9"
"PROD29","Laptops","1206.6","Sony","STORE46","MIAMI","509 m2","CUST423","61","Femenino","Premium","PROMO9","2x1","0.47",2023-05-09,"2"
"PROD267","Tablets","1726.82","LG","STORE36","Chicago","774","CUST280","71","Masculino","Premium",NA,"2x1","0.37",2023-04-07,"7000"
"PROD444","Laptops","779300","Sony","STORE2","Miami","193 m2","CUST598","62","M","Regular","PROMO3",NA,"0.14",2023-05-10,"4"
"PROD20","Smartphones","170.81","Sony","STORE43","Los Ángeles","7480.98","CUST808","67","Masculino","Regular",NA,"Descuento","0.23",2023-05-27,"10000"
"PROD465","TVs","1728.66","HP","40","los ángeles","845","CUST886","19","Otro","Premium","PROMO5","2x1","0.19",2023-05-06,"8"
"PROD236","Smartphones","1131.99","HP","4","Los Ángeles","919","CUST577","40","Mujer","Regular","PROMO8",NA,"0.39",2023-05-08,"7000"
"PROD472","Audio","1978.91","Dell","STORE23","Chicago","398","CUST87","44","Otro","Premium","PROMO1","Regalo","0.45",2023-05-21,"7"
"PROD492","Audio","587.29","Dell","TND38","MIAMI","467","CUST346","68","Otro","Regular","PROMO1","2x1","5",2023-09-17,"4000"
